country,country_code,year,health_exp,life_expect,maternal_mortality,infant_mortality,neonatal_mortality,under_5_mortality,prev_hiv,inci_tuberc,prev_undernourishment
Greece,GRC,2000,7.24332523,77.88780488,4,5.5,3.9,6.4,0.1,7.5,
Grenada,GRD,2000,5.35886383,72.783,42,13,7.9,15.5,,0,
Greenland,GRL,2000,,66.09902439,,,,,,133,
Guatemala,GTM,2000,5.39686108,67.446,152,41,21.4,52.2,0.5,31,
Guam,GUM,2000,,74.417,,,,,,39,
Guyana,GUY,2000,3.18737936,64.483,190,37.1,27.1,46.6,0.6,69,
High income,HIC,2000,9.364309613,76.03165878,16,6.9,4.4,8.2,,30,
"Hong Kong SAR, China",HKG,2000,,80.87317073,,,,,,103,
Honduras,HND,2000,6.26817989,68.662,82,30.5,17.8,37.3,0.9,122,
Heavily indebted poor countries (HIPC),HPC,2000,3.923167528,52.66250816,744,88.53350747,40.82291801,144.4999999,3.593524279,,
Croatia,HRV,2000,7.65,72.80780488,11,7.2,5.6,8.3,0.1,43,
Haiti,HTI,2000,3.99165702,58.365,400,74.2,30.1,103.4,2.3,270,
Hungary,HUN,2000,6.78,71.24634146,15,8.7,5.8,10.1,,35,
IBRD only,IBD,2000,5.183498227,68.25027914,208,44.04549867,28.58046429,58.51718064,,,
IDA & IBRD total,IBT,2000,5.04065701,65.67950902,368,57.72715742,33.37362484,83.12343932,,,
IDA total,IDA,2000,3.401967656,56.6445133,666,83.37150145,42.3577298,129.2444086,2.427228724,,
IDA blend,IDB,2000,3.166441187,55.70836041,690,88.86607659,46.46968605,133.8255577,,,
Indonesia,IDN,2000,1.85297656,66.433,299,40.9,22.9,52,0.1,370,
IDA only,IDX,2000,3.58979244,57.11005299,654,80.59618232,40.28077378,126.9304625,2.243987206,,
Isle of Man,IMN,2000,,74.725,,,,,,,
India,IND,2000,4.03,62.669,384,66.4,44.7,91.7,0.6,322,
Not classified,INX,2000,,,,,,,,,
Ireland,IRL,2000,5.89902735,76.53658537,10,6,4,7.1,0.1,12,
"Iran, Islamic Rep.",IRN,2000,4.72250843,69.691,44,29.8,19.5,36.4,0.1,23,
Iraq,IRQ,2000,,66.817,117,35.6,23.9,44.4,0.1,50,
Iceland,ISL,2000,8.9,79.65365854,5,3.2,2.1,4,0.1,5.3,
Israel,ISR,2000,6.62,78.95365854,9,5.6,3.6,6.9,,10,
Italy,ITA,2000,7.57,79.77804878,10,4.7,3.5,5.6,0.2,7,
Jamaica,JAM,2000,5.64462519,70.944,83,17.5,16.2,20.5,1.6,6,
Jordan,JOR,2000,9.34367943,71.918,64,22.6,16,26.9,0.1,7.5,
Japan,JPN,2000,7.03,81.07609756,9,3.3,1.8,4.5,,36,
Kazakhstan,KAZ,2000,4.16,65.45,56,36.6,23.6,42.4,,171,
Kenya,KEN,2000,3.62714171,54.411,564,58.2,25.5,96.1,8.7,451,
Kyrgyz Republic,KGZ,2000,4.41,68.55853659,87,42,20.2,49.2,0.1,145,
Cambodia,KHM,2000,6.53804731,58.625,606,79,35.5,105.9,1.2,579,
Kiribati,KIR,2000,8.65,64.409,116,50.6,27.6,66.4,,355,
St. Kitts and Nevis,KNA,2000,4.79933786,69.781,,20.1,16.6,23.9,,0,
"Korea, Rep.",KOR,2000,3.85544181,75.9097561,16,6.5,3.4,7.5,,50,
Kuwait,KWT,2000,2.20343971,76.722,10,11,6.5,12.7,0.1,30,
Latin America & Caribbean (excluding high income),LAC,2000,6.407755377,70.91765861,92,28.49272163,16.8197831,34.38096454,0.358162204,56,
Lao PDR,LAO,2000,4.27513599,58.378,579,76.2,38.1,106.7,0.1,330,
Lebanon,LBN,2000,10.82951355,73.931,32,17,11.8,19.8,0.1,15,
Liberia,LBR,2000,2.87913179,51.356,777,127.7,48.8,189.3,2.2,240,
Libya,LBY,2000,3.31908512,70.68,57,24.1,15,28.1,0.1,40,
St. Lucia,LCA,2000,4.86549902,70.768,87,15.8,11.4,18.2,,6.5,
Latin America & Caribbean,LCN,2000,6.442314314,71.24091602,90,27.5,16.2,33.1,0.355679207,54,
Least developed countries: UN classification,LDC,2000,3.047436585,55.85778483,706,85.06009208,42.17854426,135.2635676,2.295881884,,
Low income,LIC,2000,3.67600726,53.26429029,770,89.6,42.2,146.3,2.795006681,273,
Liechtenstein,LIE,2000,,76.82682927,,,,,,,
Sri Lanka,LKA,2000,4.11,70.355,61,14.4,9.9,16.7,0.1,66,
Lower middle income,LMC,2000,3.927149592,61.97108744,448,67.4,40.3,96.6,1.024581949,305,
Low & middle income,LMY,2000,4.987790143,65.50086053,374,58.73331851,33.96087336,84.70848302,1.198586681,219,
Lesotho,LSO,2000,5.6117692,48.427,545,70.9,37.8,110.6,21.8,827,
Late-demographic dividend,LTE,2000,5.330821855,71.07610174,65,27.83515631,18.93700428,34.1366296,,,
Lithuania,LTU,2000,6.2,72.0195122,18,8.6,4.5,10.7,0.1,87,
Luxembourg,LUX,2000,5.93,77.87317073,9,3.8,2.3,4.5,0.1,12,
Latvia,LVA,2000,5.43,70.31463415,32,11.5,7.2,14.2,0.3,96,
"Macao SAR, China",MAC,2000,,80.959,,,,,,118,
St. Martin (French part),MAF,2000,,76.663,,,,,,,
Morocco,MAR,2000,3.69304585,66.787,244,44,28.6,52.4,0.1,115,
Monaco,MCO,2000,3.69517851,,,4.2,2.8,5.2,,0,
Moldova,MDA,2000,5.93,66.417,49,26.1,20.5,31.5,0.3,80,
Madagascar,MDG,2000,3.99177575,57.938,658,67.2,31.1,104.9,0.1,293,
Maldives,MDV,2000,7.74,70.876,114,31.8,22.4,39.1,0.1,59,
Middle East & North Africa,MEA,2000,4.424109761,69.20998593,108,34.7,21.5,43.4,0.1,46,
Mexico,MEX,2000,4.44912481,73.569,57,23.6,14.2,28.2,0.2,23,
Marshall Islands,MHL,2000,17.4808979,63.275,,34.1,18.9,42.3,,84,
Middle income,MIC,2000,5.013188759,66.5626372,311,53.82317043,32.65026302,74.91507119,,215,
North Macedonia,MKD,2000,8.87,72.94634146,12,14.2,9.2,15.8,0.1,39,
Mali,MLI,2000,5.46631575,50.539,742,101.6,50.9,187.6,1.7,77,
Malta,MLT,2000,6.57,78.34878049,10,6.7,5,7.6,0.1,4.6,
Myanmar,MMR,2000,2,60.155,371,65,37.8,89.1,0.6,555,
Middle East & North Africa (excluding high income),MNA,2000,4.713884071,68.62790047,118,37.24805704,23.10938405,46.70221193,0.1,49,
Montenegro,MNE,2000,,73.8184878,11,12.6,8.5,14.2,0.1,,
Mongolia,MNG,2000,5.69538355,62.882,158,48.4,23.6,63.1,0.1,428,
Northern Mariana Islands,MNP,2000,,,,,,,,126,
Mozambique,MOZ,2000,2.18767238,49.491,532,112.9,46.5,172,8.6,336,
Mauritania,MRT,2000,3.37824655,61.028,684,62.5,38.8,98.3,0.6,250,
Mauritius,MUS,2000,2.85734653,71.66341463,52,16.5,12.4,18.8,,17,
Malawi,MWI,2000,2.35247517,44.518,573,99.6,39.1,173.4,14.6,386,
Malaysia,MYS,2000,2.51463366,72.775,40,8.7,5,10.1,0.4,75,
North America,NAC,2000,12.20271019,76.88515264,12,7,4.5,8.3,,6.6,
Namibia,NAM,2000,9.23999977,51.99,450,45.3,23.9,77.6,13.7,985,
New Caledonia,NCL,2000,,75.16341463,,,,,,48,
Niger,NER,2000,4.65891504,49.322,867,98.2,44.1,228.4,0.8,191,
Nigeria,NGA,2000,3.1973834,47.193,1148,109.6,46.5,182.5,,219,
Nicaragua,NIC,2000,5.23883677,67.234,169,31.2,16.5,38.3,0.2,59,
Netherlands,NLD,2000,7.71,77.98780488,13,5.1,3.8,6.2,0.1,8.9,
Norway,NOR,2000,7.7,78.63414634,6,3.9,2.7,4.9,,5.7,
Nepal,NPL,2000,3.13,62.614,504,58.5,40.1,78.9,0.2,417,
Nauru,NRU,2000,18.96671295,58.732,,34.3,25.7,42.6,,45,
New Zealand,NZL,2000,7.4700222,78.63658537,11,6.1,3.5,7.4,0.1,10,
OECD members,OED,2000,9.334808349,76.90936468,23,11.2671405,6.993560785,13.58338804,,,
Oman,OMN,2000,2.68485427,73.466,20,14.1,7.2,16.4,0.1,16,
Other small states,OSS,2000,5.090873001,66.87553077,328,47.26113051,24.10287179,64.48450642,3.526134104,,
Pakistan,PAK,2000,2.71176577,62.102,387,84.8,57,108.1,0.1,275,
Panama,PAN,2000,7.23963356,74.001,66,21.6,14.4,25.6,0.6,49,
Peru,PER,2000,4.41482639,70.424,113,29.1,16.1,37.9,0.5,183,
Philippines,PHL,2000,3.06,69.413,129,28.2,16.7,36.9,0.1,590,
Palau,PLW,2000,8.69525814,70.49365854,,25.4,14.2,26.4,,65,
Papua New Guinea,PNG,2000,2.0184176,61.72,312,53.9,30.8,71.6,0.4,432,
Poland,POL,2000,5.29,73.74878049,8,8.1,5.8,9.3,0.1,33,
Pre-demographic dividend,PRE,2000,3.472002115,51.46391654,813,93.00465829,40.95607416,153.126407,4.008581612,,
Puerto Rico,PRI,2000,,75.977,22,,,,,5.3,
"Korea, Dem. People's Rep.",PRK,2000,,60.763,186,60.1,37.9,102.9,,513,
Portugal,PRT,2000,8.6,76.31463415,11,5.5,3.4,7.2,0.5,47,
Paraguay,PRY,2000,6.01865244,69.75,148,27.9,18.1,33.8,0.2,42,
West Bank and Gaza,PSE,2000,,70.388,62,25.3,17,30.4,,3.3,
Pacific island small states,PSS,2000,4.927356919,67.29872896,91,23.88957509,12.52035851,28.75955463,,,
Post-demographic dividend,PST,2000,9.569148994,77.34580083,12,6.053993698,3.903313523,7.322283488,,,
French Polynesia,PYF,2000,,79.536,,,,,,30,
Qatar,QAT,2000,1.97258496,74.828,28,10.7,6.6,12.5,0.1,50,
Romania,ROU,2000,4.21,71.16341463,50,18,10.2,21.5,0.1,143,
Russian Federation,RUS,2000,5.02,65.48365854,52,15.5,8.9,19.4,,95,
Rwanda,RWA,2000,3.57583427,47.129,1007,109.4,44.1,185,4.8,96,
South Asia,SAS,2000,3.640314889,62.90345292,417,68.7,46.4,93.5,0.481849083,303,
Saudi Arabia,SAU,2000,4.2115941,72.467,22,18.8,11.6,22.1,0.1,23,
Sudan,SDN,2000,3.60664487,58.319,642,66.4,37.4,103.4,0.1,148,
Senegal,SEN,2000,3.55015397,56.943,638,67.7,38.2,129.6,0.7,155,
Singapore,SGP,2000,3.343364,77.95121951,15,3,1.6,3.8,,49,
Solomon Islands,SLB,2000,4.82626629,67.225,150,25.6,12.8,30.8,,86,
Sierra Leone,SLE,2000,8.48961735,45.05,1682,138.3,49.1,225.3,1.7,305,
El Salvador,SLV,2000,7.84342813,69.865,49,27.3,14.8,33,0.4,31,
San Marino,SMR,2000,,,,4.9,2.6,5.2,,4.3,
Somalia,SOM,2000,,50.66,1097,104,44.6,171.9,,285,
Serbia,SRB,2000,6.18360472,71.58292683,18,11,7.8,12.7,0.1,,
Sub-Saharan Africa (excluding high income),SSA,2000,4.992813325,51.26084085,792,91.16930371,40.22378229,150.7396266,5.676018552,338,
South Sudan,SSD,2000,,46.028,1687,109.2,56,181.8,2.4,,
Sub-Saharan Africa,SSF,2000,4.992208605,51.26340383,802,91.2,40.2,150.8,5.676018552,338,
Small states,SST,2000,4.902051816,67.22204974,261,39.75898621,21.04706634,52.92817675,2.710449636,,
Sao Tome and Principe,STP,2000,10.51756001,61.655,179,54.3,22.5,82,2.5,119,
Suriname,SUR,2000,5.87092161,65.508,278,27.4,16.9,31.1,1.2,24,
Slovak Republic,SVK,2000,5.3,73.05121951,9,8.1,5,9.6,0.1,22,
Slovenia,SVN,2000,7.8,75.41219512,12,4.5,3.2,5.4,0.1,21,
Sweden,SWE,2000,7.33,79.64390244,6,3.4,2.3,4.1,,5.4,
Eswatini,SWZ,2000,4.60951757,47.256,588,69,29.6,114.1,24.6,981,
Sint Maarten (Dutch part),SXM,2000,,74.514,,,,,,,
Seychelles,SYC,2000,4.61071777,72.77804878,44,11.9,8.7,13.8,,28,
Syrian Arab Republic,SYR,2000,4.55400705,70.764,34,19.6,12.1,23.1,0.1,39,
Turks and Caicos Islands,TCA,2000,,73.575,,7.5,5.7,10.7,,18,
Chad,TCD,2000,5.45750713,47.443,1366,99.8,44,184.1,2,151,
East Asia & Pacific (IDA & IBRD countries),TEA,2000,3.955807497,70.6848209,127,32.86466999,21.24842261,41.38168941,,,
Europe & Central Asia (IDA & IBRD countries),TEC,2000,5.022869864,68.38548588,40,27.84242342,16.03887199,33.67803555,,,
Togo,TGO,2000,2.79418182,54.742,479,75.6,36.7,119.8,3.9,52,
Thailand,THA,2000,3.10125351,72.316,48,18.2,11.8,21.3,2.2,241,
Tajikistan,TJK,2000,4.26,63.26,68,67.4,28.3,83.4,0.1,219,
Turkmenistan,TKM,2000,4.07783461,65.026,26,57.1,30.1,69.2,,112,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,6.450436515,71.09305122,91,27.71626857,16.39542744,33.39695009,0.360577087,,
Timor-Leste,TLS,2000,,58.568,750,87.3,39.2,111.7,0.1,,
Middle East & North Africa (IDA & IBRD countries),TMN,2000,4.713884071,68.60985697,119,37.45652728,23.21598086,46.98665368,0.1,,
Tonga,TON,2000,2.90389204,68.978,94,14.5,7.2,16.9,,27,
South Asia (IDA & IBRD),TSA,2000,3.640314889,62.90345292,414,68.64964562,46.41139506,93.52099563,0.481849083,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,4.992208605,51.26340383,792,91.1651585,40.22213382,150.7324656,5.676018552,,
Trinidad and Tobago,TTO,2000,4.23492479,69.102,74,24.5,17.7,27.7,1.2,17,
Tunisia,TUN,2000,4.81271935,73.69,62,24.5,18,29.4,0.1,26,
Turkiye,TUR,2000,4.6,71.861,32,30.7,18.4,37.6,,33,
Tuvalu,TUV,2000,22.37474632,63.499,,34.2,24.5,42.5,,196,
Tanzania,TZA,2000,3.41529942,52.362,760,78.1,32.9,129,7.3,503,
Uganda,UGA,2000,5.08276892,48.342,461,87,33.1,145.8,7.5,276,
Ukraine,UKR,2000,5.31,67.67560976,36,15.8,10.9,18.4,,114,
Upper middle income,UMC,2000,5.30827303,70.68001216,96,30.1,19.2,37.2,,133,
Uruguay,URY,2000,9.21095848,75.025,27,14.7,8.4,17,0.3,23,
United States,USA,2000,12.49002552,76.63658537,12,7.1,4.6,8.5,,6.7,
Uzbekistan,UZB,2000,5.12,65.724,43,51.4,28.8,61.5,,99,
St. Vincent and the Grenadines,VCT,2000,3.97939277,71.377,76,19.5,12.9,22.5,,17,
"Venezuela, RB",VEN,2000,,72.478,92,18.3,10.9,21.5,0.3,33,
British Virgin Islands,VGB,2000,,73.966,,14.4,9,16.8,,5.7,
Virgin Islands (U.S.),VIR,2000,,76.6195122,,,,,,,
Viet Nam,VNM,2000,4.10752726,72.462,88,23.6,15,30,0.3,296,
Vanuatu,VUT,2000,3.30683255,68.966,109,24.2,12.1,28.9,,110,
World,WLD,2000,8.622319388,67.66752217,339,53,30.7,76.4,0.7,180,
Samoa,WSM,2000,4.28232527,70.746,75,18.1,8.7,21.2,,27,
Kosovo,XKX,2000,,74.072,,42.6,27.3,48.3,,,
"Yemen, Rep.",YEM,2000,4.66606569,62.588,275,67.8,37.5,93.5,0.1,116,
South Africa,ZAF,2000,7.3366189,58.47,173,49,17.5,71,13,762,
Zambia,ZMB,2000,4.17365646,45.231,419,90.8,35.8,156.3,14.9,759,
Zimbabwe,ZWE,2000,,44.686,388,51.2,26.6,94.5,22.8,605,
Aruba,ABW,2001,,73.647,,,,,,8.6,
Africa Eastern and Southern,AFE,2001,5.818257327,52.2122394,684,82.50324752,36.86436269,132.1684918,6.643485295,,33.16356909
Afghanistan,AFG,2001,,55.798,1273,89.3,61.5,127.4,0.1,189,46
Africa Western and Central,AFW,2001,3.739584836,50.53734603,907,96.39607709,42.66010682,163.8685674,,,16.36560421
Angola,AGO,2001,4.48351622,46.59,800,117.5,49,197,1.4,308,67.4
Albania,ALB,2001,5.92584515,75.639,13,22.9,11.7,25.8,0.1,20,4.9
Andorra,AND,2001,5.85823727,,,6.3,3.3,7.2,,17,
Arab World,ARB,2001,4.214194562,67.48786771,237,42.29710849,24.88073183,57.63535425,0.104294449,,11.0472856
United Arab Emirates,ARE,2001,2.48437047,74.636,19,8.2,5.7,10.5,0.1,2.3,3.3
Argentina,ARG,2001,8.37179852,74.186,72,16.8,11,18.8,0.3,35,2.9
Armenia,ARM,2001,4.65,70.932,50,25.7,15.1,29.1,0.1,57,25.9
American Samoa,ASM,2001,,,,,,,,6,
Antigua and Barbuda,ATG,2001,5.43839121,75.078,47,12,9.8,14.6,,1.5,
Australia,AUS,2001,7.67809916,79.63414634,6,5,3.5,6.1,0.1,5.8,2.5
Austria,AUT,2001,9.27,78.57560976,6,4.5,3.1,5.4,,14,2.5
Azerbaijan,AZE,2001,2.77,65.51,55,57.2,33.2,69.4,0.1,75,16.9
Burundi,BDI,2001,5.68180418,48.431,823,91.6,36.5,148.8,3,270,
Belgium,BEL,2001,8.14988804,77.97317073,8,4.7,2.9,5.7,0.1,15,2.5
Benin,BEN,2001,3.30417323,56.66,483,83,38.2,133.1,1.5,83,17.2
Burkina Faso,BFA,2001,2.88835382,51.071,500,88.9,39.7,173.9,1.8,69,22.7
Bangladesh,BGD,2001,1.77201855,66.135,437,59.9,42.5,81,0.1,221,15.5
Bulgaria,BGR,2001,6.86,71.76829268,21,13.8,7.5,16.7,0.1,61,4.2
Bahrain,BHR,2001,3.48573017,75.908,23,10.3,4.3,12,,31,
"Bahamas, The",BHS,2001,3.92440891,72.11,63,13.9,7.9,16.2,1.8,22,
Bosnia and Herzegovina,BIH,2001,7.61,75.06,14,8,6.2,9.1,,82,3.5
Belarus,BLR,2001,5.71,68.50731707,23,9.2,4.4,11.8,0.1,70,2.5
Belize,BLZ,2001,3.49099278,68.357,86,19.9,11.6,23.5,1.2,61,5.8
Bermuda,BMU,2001,,79.871,,,,,,0,
Bolivia,BOL,2001,4.82522202,62.843,261,53.2,28.6,71.5,0.3,179,26.4
Brazil,BRA,2001,8.54963303,70.195,68,28.5,17.9,32.4,0.3,48,10.4
Barbados,BRB,2001,5.52529192,74.247,49,13.6,9,14.9,1,2.6,5.9
Brunei Darussalam,BRN,2001,2.5465107,74.276,50,8.2,5,10,,75,
Bhutan,BTN,2001,5.0041995,63.444,257,55.6,31.1,74.2,0.1,212,
Botswana,BWA,2001,6.3660779,50.676,184,37.5,11.1,76.5,25.1,888,23.7
Central African Republic,CAF,2001,3.95594192,45.393,1284,106.7,42.6,162.5,7.3,540,38.2
Canada,CAN,2001,8.62482357,79.39804878,10,5.3,3.8,6.2,0.2,6.5,2.5
Central Europe and the Baltics,CEB,2001,5.903306092,73.09614819,19,9.846233032,6.106263656,11.64732733,0.105959563,,3.052985474
Switzerland,CHE,2001,9.46040154,80.1804878,9,4.6,3.4,5.5,0.2,8.7,2.5
Channel Islands,CHI,2001,,79.277,,,,,,,
Chile,CHL,2001,7.09733057,76.773,34,8.7,5.4,10.3,0.2,22,3.2
China,CHN,2001,4.25330067,72.606,55,27.8,19.9,34.1,,104,10.3
Cote d'Ivoire,CIV,2001,6.01767921,50.81,495,92.3,40.8,137.4,6.3,350,20.2
Cameroon,CMR,2001,3.88486743,53.142,629,86,35.2,141.7,5,317,22.6
"Congo, Dem. Rep.",COD,2001,2.62310958,52.116,661,104.2,38,154.6,1.7,327,30.4
"Congo, Rep.",COG,2001,2.18529987,54.395,641,70.3,30.4,110.2,4,379,26.9
Colombia,COL,2001,5.94238281,71.502,94,20.6,13,24.3,0.3,36,8.6
Comoros,COM,2001,6.65322924,59.163,435,68.2,39.8,94.1,0.1,38,24.9
Cabo Verde,CPV,2001,4.75244379,69.929,103,26.1,16.1,31.4,0.8,79,14.9
Costa Rica,CRI,2001,6.47409868,77.545,37,10.5,7.5,12.6,0.2,20,4.3
Caribbean small states,CSS,2001,4.347145641,68.67232986,153,24.91143686,17.10171407,29.84752336,1.088804547,,7.570174107
Cuba,CUB,2001,6.9820981,76.421,47,6.6,4,8.2,0.1,9.5,2.5
Curacao,CUW,2001,,73.1107561,,,,,,,
Cayman Islands,CYM,2001,,,,,,,,2.8,
Cyprus,CYP,2001,5.34,76.989,33,5.2,3.3,6.1,0.1,4.8,5.8
Czechia,CZE,2001,5.86295414,75.17317073,8,4.3,2.5,5.2,0.1,15,2.5
Germany,DEU,2001,9.92069149,78.32926829,7,4.3,2.7,5.2,,9.3,2.5
Djibouti,DJI,2001,3.19861364,56.903,487,77.4,42.7,97.4,,680,41.9
Dominica,DMA,2001,4.64501858,71.713,,16.1,14.6,17.9,,5.6,2.5
Denmark,DNK,2001,8.45,76.79268293,8,4.6,3.3,5.5,0.1,11,2.5
Dominican Republic,DOM,2001,4.88183308,69.642,69,31.6,23,38.8,1.5,69,20.5
Algeria,DZA,2001,3.83787704,70.823,156,34.3,21.9,40.1,0.1,73,7.5
East Asia & Pacific (excluding high income),EAP,2001,3.854673539,71.14385755,123,31.6013865,20.40301195,40.1088167,,190,13.44096006
Early-demographic dividend,EAR,2001,4.934496252,64.81634226,330,56.15419018,35.78787131,76.2306497,0.855959076,,17.27008526
East Asia & Pacific,EAS,2001,6.134554115,72.10349226,117,29.8,19.2,37.7,,175,12.25200824
Europe & Central Asia (excluding high income),ECA,2001,5.086991653,69.19642205,37,33.49156614,19.38036701,40.11561601,,93,8.003241679
Europe & Central Asia,ECS,2001,8.163761497,73.38027631,25,16.7,9.9,20.2,,51,4.228505802
Ecuador,ECU,2001,3.75668859,73.24,116,23.4,13.3,27.9,0.3,58,20.1
"Egypt, Arab Rep.",EGY,2001,5.40030336,68.308,76,35.3,21.7,44,0.1,25,4.8
Euro area,EMU,2001,8.741388163,78.54000172,9,4.535752948,3.043242693,5.632658574,0.226473002,,2.650219573
Eritrea,ERI,2001,5.91931677,58.298,654,53.9,26.6,81.3,1.4,175,
Spain,ESP,2001,6.76895761,79.36829268,5,4.2,2.7,5.3,0.4,19,2.5
Estonia,EST,2001,4.78060246,70.25853659,22,8,4.8,10.1,0.2,59,3.6
Ethiopia,ETH,2001,4.72316694,51.043,955,84,47.3,135,2.5,409,46.6
European Union,EUU,2001,8.560091468,77.42293873,11,5.635503238,3.677225804,6.866070858,0.191885359,,2.645883044
Fragile and conflict affected situations,FCS,2001,4.399374269,55.69061398,768,83.55027249,39.73449138,134.4028453,2.242682223,,24.43340432
Finland,FIN,2001,7.25,77.96585366,7,3.4,2.4,4.2,,10,2.5
Fiji,FJI,2001,2.90547299,66.34,47,19.2,10.1,22.6,0.1,28,4
France,FRA,2001,9.7056284,79.15853659,9,3.9,2.7,5.3,0.2,12,2.5
Faroe Islands,FRO,2001,,78.64146341,,,,,,,
"Micronesia, Fed. Sts.",FSM,2001,8.45260048,70.479,70,30.9,20.2,37.9,,116,
Gabon,GAB,2001,3.14902449,61.27,243,52.5,27.8,82.6,5.1,548,10.8
United Kingdom,GBR,2001,7.34416342,77.99268293,11,5.5,3.7,6.4,,11,2.5
Georgia,GEO,2001,7.17,69.606,45,29.7,21.4,33.9,0.1,243,7.3
Ghana,GHA,2001,3.17077661,58.107,470,62.2,35,96,2.5,214,14.9
Gibraltar,GIB,2001,,81.087,,,,,,,
Guinea,GIN,2001,4.89139318,52.662,943,97.1,44.4,158.9,1.7,224,17.9
"Gambia, The",GMB,2001,5.63960838,57.043,748,59.7,39.3,108.5,1.7,189,17.9
Guinea-Bissau,GNB,2001,4.53104782,50.445,1203,102,53.9,168.1,4.2,317,15.7
Equatorial Guinea,GNQ,2001,1.20301282,53.636,390,104.3,45.8,151.3,4.1,187,
Greece,GRC,2001,7.9878397,78.38780488,4,5.1,3.6,6,0.1,5.3,2.5
Grenada,GRD,2001,5.62456989,73.118,40,12.8,7.9,15.2,,0.55,
Greenland,GRL,2001,,66.19658537,,,,,,137,
Guatemala,GTM,2001,6.07023716,67.946,140,39.6,20.8,50.1,0.5,25,22.5
Guam,GUM,2001,,75.41,,,,,,45,
Guyana,GUY,2001,3.05506778,64.788,190,36.3,26.6,45.4,0.7,69,6
High income,HIC,2001,9.832047025,76.29703746,16,6.7,4.3,8,,30,2.897090187
"Hong Kong SAR, China",HKG,2001,,81.41926829,,,,,,115,2.5
Honduras,HND,2001,5.92998314,69.006,77,29.3,17.4,35.7,0.8,93,21.2
Heavily indebted poor countries (HIPC),HPC,2001,4.274226286,53.13001285,722,85.49803999,39.80099963,138.9022174,3.504934671,,32.36259088
Croatia,HRV,2001,7.17,74.51292683,11,6.9,5.3,8,0.1,37,7
Haiti,HTI,2001,3.7502923,58.489,417,72,29.7,100,2.2,274,48.1
Hungary,HUN,2001,6.83,72.24878049,14,8.2,5.4,9.6,,33,2.5
IBRD only,IBD,2001,5.224703343,68.6621331,203,42.62462285,27.61806622,56.32761154,,,12.5826144
IDA & IBRD total,IBT,2001,5.090818818,66.05832715,362,56.08648264,32.45346632,80.4551148,1.133427964,,15.18387645
IDA total,IDA,2001,3.518082099,57.01984524,652,80.68041707,41.28742499,124.53448,2.366911262,,24.60955228
IDA blend,IDB,2001,3.093667326,55.94406089,684,86.62628484,45.52471228,130.0466959,,,17.97769852
Indonesia,IDN,2001,2.11850214,66.758,284,39.3,22.1,49.7,0.1,369,18.2
IDA only,IDX,2001,3.859413384,57.55647545,635,77.64930614,39.12732183,121.724438,2.19923625,,28.13745651
Isle of Man,IMN,2001,,75.51,,,,,,,
India,IND,2001,4.26,63.091,371,64.5,43.3,88.1,0.5,321,18.3
Not classified,INX,2001,,,,,,,,,
Ireland,IRL,2001,6.3924942,77.13414634,9,5.8,3.9,6.9,0.1,12,2.5
"Iran, Islamic Rep.",IRN,2001,5.16087341,69.955,42,28.3,18.8,34.4,0.1,22,4.9
Iraq,IRQ,2001,,67.034,115,34.9,23.7,43.5,0.1,50,20.1
Iceland,ISL,2001,8.75,80.6902439,4,3,2,3.8,0.1,4.8,2.5
Israel,ISR,2001,7.02,79.40731707,7,5.4,3.4,6.6,,9.4,2.5
Italy,ITA,2001,7.74,80.12682927,10,4.5,3.2,5.3,0.2,8.6,2.5
Jamaica,JAM,2001,5.15652943,70.758,87,17.1,16,20,1.5,5.7,7.2
Jordan,JOR,2001,9.57236385,72.147,64,22,15.7,26.1,0.1,8.2,8.9
Japan,JPN,2001,7.24,81.41634146,8,3.1,1.7,4.3,,32,2.5
Kazakhstan,KAZ,2001,3.47,65.76,52,34.5,22.9,39.8,,185,6.5
Kenya,KEN,2001,3.76578307,54.508,567,55.6,25,91.2,8.3,499,31.9
Kyrgyz Republic,KGZ,2001,4.28,68.70731707,86,40.1,19.8,46.8,0.1,154,14.6
Cambodia,KHM,2001,7.00522089,59.966,574,73.4,33.7,96.5,1.2,566,24.1
Kiribati,KIR,2001,12.3,64.655,118,49.5,26.9,64.7,,262,5.5
St. Kitts and Nevis,KNA,2001,4.39693737,70.2,,19.2,16,22.8,,5,
"Korea, Rep.",KOR,2001,4.29693604,76.41219512,15,6.1,3.2,7.2,,85,2.5
Kuwait,KWT,2001,3.18838811,76.891,10,10.8,6.4,12.5,0.1,28,2.6
Latin America & Caribbean (excluding high income),LAC,2001,6.507898063,71.26523767,90,27.15140397,16.04271267,32.63407262,0.356023616,54,10.38911547
Lao PDR,LAO,2001,4.29031658,59.07,562,73.6,37.2,102.6,0.1,317,31.1
Lebanon,LBN,2001,10.56254768,74.365,27,16.1,11.2,18.8,0.1,13,7.6
Liberia,LBR,2001,2.27906799,52.752,747,119.5,46.6,176.2,2.2,245,36.2
Libya,LBY,2001,3.92571616,70.861,57,23.4,14.6,27.3,0.1,40,3.5
St. Lucia,LCA,2001,5.12139463,71.135,80,15.8,11.7,18.2,,11,
Latin America & Caribbean,LCN,2001,6.540804319,71.49869844,90,26.2,15.5,31.4,0.359520691,51,10.37261505
